,Month,Dest,ArrDelay,DepDelay,iata,airport,city,state,country,lat,long
1129,9,FAR,-424.0,758.0,FAR,Hector International,Fargo,ND,USA,46.91934889,-96.81498889
1130,10,FAR,-638.0,343.0,FAR,Hector International,Fargo,ND,USA,46.91934889,-96.81498889
1131,11,FAR,-179.0,-67.0,FAR,Hector International,Fargo,ND,USA,46.91934889,-96.81498889
1132,12,FAR,7249.0,6260.0,FAR,Hector International,Fargo,ND,USA,46.91934889,-96.81498889
1133,1,FAT,13615.0,13804.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1134,2,FAT,7865.0,9388.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1135,3,FAT,3295.0,4994.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1136,4,FAT,35.0,1417.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1137,5,FAT,2595.0,4731.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1138,6,FAT,10084.0,12061.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1139,7,FAT,5418.0,9888.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1140,8,FAT,3956.0,8584.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1141,9,FAT,2731.0,4887.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1142,10,FAT,2806.0,3837.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1143,11,FAT,3140.0,4967.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1144,12,FAT,15822.0,15776.0,FAT,Fresno Yosemite International,Fresno,CA,USA,36.77619444,-119.7181389
1145,1,FAY,2012.0,2408.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1146,2,FAY,2615.0,3094.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1147,3,FAY,3640.0,3991.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1148,4,FAY,2323.0,1894.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1149,5,FAY,800.0,756.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1150,6,FAY,1776.0,2109.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1151,7,FAY,4322.0,3952.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1152,8,FAY,1539.0,1957.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1153,9,FAY,676.0,883.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1154,10,FAY,1831.0,1331.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1155,11,FAY,2767.0,2183.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1156,12,FAY,4382.0,3958.0,FAY,Fayetteville Municipal,Fayetteville,NC,USA,34.99147222,-78.88
1157,1,FCA,2784.0,2210.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1158,2,FCA,1097.0,538.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1159,3,FCA,1220.0,882.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1160,4,FCA,-1228.0,-439.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1161,5,FCA,-1181.0,226.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1162,6,FCA,1506.0,1626.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1163,7,FCA,1421.0,2145.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1164,8,FCA,-116.0,957.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1165,9,FCA,-958.0,-84.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1166,10,FCA,-359.0,-294.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1167,11,FCA,-435.0,-406.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1168,12,FCA,2848.0,2454.0,FCA,Glacier Park Intl,Kalispell,MT,USA,48.31140472,-114.2550694
1169,1,FLG,105.0,0.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1170,2,FLG,638.0,321.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1171,3,FLG,200.0,111.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1172,4,FLG,-512.0,-616.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1173,5,FLG,354.0,-147.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1174,6,FLG,685.0,553.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1175,7,FLG,1463.0,1523.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1176,8,FLG,1316.0,1219.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1177,9,FLG,-629.0,-428.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1178,10,FLG,-611.0,-146.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1179,11,FLG,-397.0,-593.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1180,12,FLG,653.0,515.0,FLG,Flagstaff Pulliam,Flagstaff,AZ,USA,35.13845472,-111.6712183
1181,1,FLL,35243.0,58564.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1182,2,FLL,92802.0,86136.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1183,3,FLL,101882.0,91093.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1184,4,FLL,40263.0,56941.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1185,5,FLL,14623.0,41417.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1186,6,FLL,49925.0,59604.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1187,7,FLL,54441.0,69984.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1188,8,FLL,51023.0,62048.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1189,9,FLL,-859.0,14255.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1190,10,FLL,8171.0,22480.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1191,11,FLL,17664.0,30933.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1192,12,FLL,96284.0,101394.0,FLL,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,USA,26.07258333,-80.15275
1193,1,FLO,806.0,837.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1194,2,FLO,510.0,622.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1195,3,FLO,333.0,361.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1196,4,FLO,530.0,493.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1197,5,FLO,181.0,87.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1198,6,FLO,124.0,314.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1199,7,FLO,1064.0,909.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1200,8,FLO,410.0,690.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1201,9,FLO,249.0,321.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1202,10,FLO,278.0,273.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1203,11,FLO,895.0,704.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1204,12,FLO,519.0,525.0,FLO,Florence Regional,Florence,SC,USA,34.18536111,-79.72388889
1205,1,FNT,7927.0,8423.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1206,2,FNT,12364.0,11599.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1207,3,FNT,10923.0,12607.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1208,4,FNT,6241.0,7370.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1209,5,FNT,3797.0,3923.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1210,6,FNT,7571.0,8247.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1211,7,FNT,8710.0,9458.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1212,8,FNT,2213.0,4686.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1213,9,FNT,-684.0,1014.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1214,10,FNT,-55.0,1779.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1215,11,FNT,3266.0,3440.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1216,12,FNT,14629.0,13605.0,FNT,Bishop,Flint,MI,USA,42.96550333,-83.74345639
1217,1,FSD,6864.0,7840.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1218,2,FSD,10264.0,9454.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1219,3,FSD,6014.0,6126.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1220,4,FSD,5268.0,4519.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1221,5,FSD,4249.0,3617.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1222,6,FSD,7209.0,7521.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1223,7,FSD,4057.0,4853.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1224,8,FSD,2388.0,4334.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1225,9,FSD,318.0,1389.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1226,10,FSD,527.0,1127.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1227,11,FSD,464.0,853.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1228,12,FSD,9783.0,8212.0,FSD,Joe Foss ,Sioux Falls,SD,USA,43.58135111,-96.74170028
1229,1,FSM,802.0,1779.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1230,2,FSM,2233.0,2586.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1231,3,FSM,2972.0,3006.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1232,4,FSM,1348.0,1738.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1233,5,FSM,1545.0,1480.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1234,6,FSM,1331.0,2188.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1235,7,FSM,2292.0,2542.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1236,8,FSM,872.0,1809.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1237,9,FSM,153.0,604.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1238,10,FSM,-519.0,117.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1239,11,FSM,631.0,600.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1240,12,FSM,2469.0,2273.0,FSM,Fort Smith Regional,Fort Smith,AR,USA,35.33659028,-94.36744111
1241,1,FWA,8441.0,9030.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1242,2,FWA,9215.0,9383.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1243,3,FWA,7218.0,8570.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1244,4,FWA,4276.0,5442.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1245,5,FWA,1670.0,4066.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1246,6,FWA,6833.0,6806.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1247,7,FWA,4787.0,5746.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1248,8,FWA,1238.0,3488.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1249,9,FWA,750.0,2060.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1250,10,FWA,-1295.0,342.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1251,11,FWA,1338.0,2615.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1252,12,FWA,10974.0,9714.0,FWA,Fort Wayne International,Fort Wayne,IN,USA,40.97846583,-85.19514639
1253,1,GEG,14748.0,16728.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1254,2,GEG,11979.0,13304.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1255,3,GEG,12091.0,13123.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1256,4,GEG,7571.0,7533.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1257,5,GEG,7379.0,8279.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1258,6,GEG,13597.0,14140.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1259,7,GEG,10017.0,11506.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1260,8,GEG,6853.0,9839.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1261,9,GEG,1704.0,2766.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1262,10,GEG,-1166.0,1666.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1263,11,GEG,921.0,3999.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1264,12,GEG,23293.0,21229.0,GEG,Spokane Intl,Spokane,WA,USA,47.61985556,-117.5338425
1265,1,GFK,854.0,956.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1266,2,GFK,1124.0,1020.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1267,3,GFK,866.0,1277.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1268,4,GFK,700.0,760.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1269,5,GFK,616.0,788.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1270,6,GFK,1724.0,1784.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1271,7,GFK,427.0,517.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1272,8,GFK,-44.0,230.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1273,9,GFK,-738.0,-298.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1274,10,GFK,-547.0,-175.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1275,11,GFK,175.0,62.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1276,12,GFK,2130.0,1684.0,GFK,Grand Forks International,Grand Forks,ND,USA,47.949255,-97.17611111
1277,1,GGG,966.0,1125.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1278,2,GGG,882.0,1037.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1279,3,GGG,995.0,930.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1280,4,GGG,785.0,1008.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1281,5,GGG,158.0,377.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1282,6,GGG,655.0,826.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1283,7,GGG,127.0,457.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1284,8,GGG,367.0,657.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1285,9,GGG,-142.0,39.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1286,10,GGG,-133.0,70.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1287,11,GGG,137.0,351.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1288,12,GGG,492.0,534.0,GGG,Gregg County,Longview,TX,USA,32.38486111,-94.71171
1289,1,GJT,2584.0,2894.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1290,2,GJT,1942.0,2782.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1291,3,GJT,-85.0,1319.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1292,4,GJT,-107.0,1480.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1293,5,GJT,434.0,2172.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1294,6,GJT,755.0,2110.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1295,7,GJT,1818.0,3688.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1296,8,GJT,35.0,2024.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1297,9,GJT,-1402.0,127.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1298,10,GJT,-1890.0,-158.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1299,11,GJT,-2463.0,-682.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1300,12,GJT,5235.0,5763.0,GJT,Walker ,Grand Junction,CO,USA,39.1224125,-108.5267347
1301,1,GNV,1806.0,2620.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1302,2,GNV,2159.0,2279.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1303,3,GNV,3253.0,3852.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1304,4,GNV,2171.0,2583.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1305,5,GNV,825.0,1565.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1306,6,GNV,-725.0,1524.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1307,7,GNV,592.0,2975.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1308,8,GNV,-656.0,1775.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1309,9,GNV,-987.0,136.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1310,10,GNV,560.0,685.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1311,11,GNV,2295.0,2060.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1312,12,GNV,1676.0,1661.0,GNV,Gainesville Regional,Gainesville,FL,USA,29.69005556,-82.27177778
1313,1,GPT,5930.0,7791.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1314,2,GPT,8897.0,9622.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1315,3,GPT,9021.0,8890.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1316,4,GPT,4858.0,5599.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1317,5,GPT,2007.0,3481.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1318,6,GPT,3822.0,6260.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1319,7,GPT,6014.0,8898.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1320,8,GPT,3753.0,7332.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1321,9,GPT,-555.0,809.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1322,10,GPT,1930.0,3582.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1323,11,GPT,2785.0,2630.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1324,12,GPT,10252.0,9089.0,GPT,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,USA,30.40728028,-89.07009278
1325,1,GRB,13828.0,13635.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1326,2,GRB,11326.0,11056.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1327,3,GRB,8295.0,9871.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1328,4,GRB,6478.0,6630.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1329,5,GRB,2876.0,3390.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1330,6,GRB,12755.0,11114.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1331,7,GRB,9241.0,8642.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1332,8,GRB,1789.0,3110.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1333,9,GRB,2110.0,3288.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1334,10,GRB,-1365.0,358.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1335,11,GRB,1434.0,1311.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1336,12,GRB,13888.0,10900.0,GRB,Austin Straubel International,Green Bay,WI,USA,44.48507333,-88.12959
1337,1,GRK,2947.0,3860.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1338,2,GRK,3896.0,5052.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1339,3,GRK,6573.0,7881.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1340,4,GRK,3281.0,4240.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1341,5,GRK,2493.0,3735.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1342,6,GRK,5812.0,7581.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1343,7,GRK,3561.0,4964.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1344,8,GRK,4313.0,5097.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1345,9,GRK,-338.0,242.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1346,10,GRK,358.0,284.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1347,11,GRK,874.0,993.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1348,12,GRK,1814.0,1681.0,GRK,Robert Gray AAF,Killeen,TX,USA,31.06489778,-97.82779778
1349,1,GRR,17209.0,16125.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1350,2,GRR,24181.0,20314.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1351,3,GRR,22075.0,22613.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1352,4,GRR,15340.0,16800.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1353,5,GRR,8239.0,10220.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1354,6,GRR,19069.0,18960.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1355,7,GRR,11624.0,13884.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1356,8,GRR,4260.0,8562.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1357,9,GRR,233.0,4042.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1358,10,GRR,-1214.0,2030.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1359,11,GRR,1021.0,3295.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1360,12,GRR,29890.0,27069.0,GRR,Kent County International,Grand Rapids,MI,USA,42.88081972,-85.52276778
1361,1,GSO,13445.0,16831.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1362,2,GSO,14389.0,16521.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1363,3,GSO,19593.0,21128.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1364,4,GSO,14331.0,16183.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1365,5,GSO,7124.0,10869.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1366,6,GSO,13281.0,14688.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1367,7,GSO,12842.0,14578.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1368,8,GSO,8638.0,12475.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1369,9,GSO,4299.0,6090.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1370,10,GSO,3555.0,5217.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
1371,11,GSO,5392.0,6544.0,GSO,Piedmont Triad International,Greensboro,NC,USA,36.09774694,-79.9372975
